vaalipiiri,sukunimi,etunimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.,kotikunta,Äidinkieli,Työnantaja,Ammattiasema,Koulutus,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Vuositulot,127|Suomessa on liian helppo elää sosiaaliturvan varassa,128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.,129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.,130|Työntekijälle on turvattava lailla minimityöaika.,131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,132|Euron ulkopuolella Suomi pärjäisi paremmin.,134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.,135|Lapsilisiä on korotettava ja laitettava verolle.,136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.,137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,138|Suomeen tarvitaan enemmän poliiseja.,139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.,140|Venäjän etupiiripolitiikka on uhka Suomelle.,141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.,142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.,143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.,144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.,145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.,146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.,148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.,150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.,151|On aika luopua ajatuksesta että koko Suomi on pidettävä asuttuna.,201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.,244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.,245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.,246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.,247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.,248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.
03 Varsinais-Suomen vaalipiiri,Hämäläinen,Juha Ilari,Itsenäisyyspuolue,44,M,0,Salo,suomi ,null,null,null,evankelis-luterilainen kirkko ,ei,null,null,null,null,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
11 Keski-Suomen vaalipiiri,Hämäläinen,Jukka,Suomen Sosialidemokraattinen Puolue,48,M,0,Jyväskylä,suomi ,yksityinen ,työntekijä ,ammattitutkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,10 000-20 000 euroa,51-80 %,30 000-50 000 euroa,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,Kyllä,Kyllä,Ei,Ei,Kyllä,Kyllä
11 Keski-Suomen vaalipiiri,Hämäläinen,Jyri,Piraattipuolue,26,M,0,Jyväskylä,suomi ,ei työelämässä,opiskelija ,korkeakoulututkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa,0- %,alle 20 000 euroa,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Ei,Kyllä,Kyllä
06 Hämeen vaalipiiri,Hämäläinen,Kristiina,Kansallinen Kokoomus,36,F,0,Hollola,suomi ,julkinen ,asiantuntijatehtävä ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,10 000-20 000 euroa,21-50%,30 000-50 000 euroa,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Ei,Kyllä,Kyllä
08 Kaakkois-Suomen vaalipiiri,Hämäläinen,Taneli,Vasemmistoliitto,32,M,0,Helsinki,null,julkinen ,työntekijä ,korkeakoulututkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,ei mitään näistä,alle 1 000 euroa,0- %,20 000-30 000 euroa,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Ei
10 Vaasan vaalipiiri,Hänninen,Ilkka,Vihreä liitto,32,M,0,Kokkola,suomi ,yksityinen ,asiantuntijatehtävä ,ylioppilas ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa,21-50%,30 000-50 000 euroa,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Ei
12 Oulun vaalipiiri,Hänninen,Juha,Kansallinen Kokoomus,55,M,0,Oulu,suomi ,yksityinen ,null,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,kunnan- tai kaupunginvaltuusto ,10 000-20 000 euroa,21-50%,30 000-50 000 euroa,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä
12 Oulun vaalipiiri,Hänninen,Katja,Vasemmistoliitto,35,F,1,Raahe,suomi ,yksityinen ,työntekijä ,ylioppilas ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto |kansanedustaja ,20 000-50 000 euroa,null,null,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,Kyllä,Ei,Ei,Ei,Tyhjä,Ei
13 Lapin vaalipiiri,Hänninen,Sari,Vihreä liitto,50,F,0,Rovaniemi,null,yksityinen ,työntekijä ,ammattitutkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,alle 1 000 euroa,21-50%,20 000-30 000 euroa,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,ohita kysymys,jokseenkin samaa mieltä,täysin eri mieltä,ohita kysymys,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,ohita kysymys,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
08 Kaakkois-Suomen vaalipiiri,Hölsä,Maiju,Suomen Kristillisdemokraatit (KD),0,F,0,Savitaipale,suomi ,yksityinen ,työntekijä ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa,21-50%,null,jokseenkin samaa mieltä,ohita kysymys,jokseenkin samaa mieltä,jokseenkin eri mieltä,ohita kysymys,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,ohita kysymys,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,ohita kysymys,täysin eri mieltä,Kyllä,Ei,Tyhjä,Kyllä,Ei,Ei
11 Keski-Suomen vaalipiiri,Hölttä,Arto,Suomen Kristillisdemokraatit (KD),0,M,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
09 Savo-Karjalan vaalipiiri,Hölttä,Harri,Vihreä liitto,39,M,0,Joensuu,suomi ,julkinen ,asiantuntijatehtävä ,korkeakoulututkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa,21-50%,alle 20 000 euroa,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,Kyllä,Ei,Ei,Ei,Ei,Ei
11 Keski-Suomen vaalipiiri,Ihalainen,Lauri,Suomen Sosialidemokraattinen Puolue,67,M,1,Helsinki,suomi ,julkinen ,johtava asema ,ammattitutkinto ,evankelis-luterilainen kirkko ,kyllä ,kansanedustaja ,20 000-50 000 euroa,51-80 %,yli 100 000 euroa,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,Ei,Kyllä,Ei,Ei,Ei,Ei
06 Hämeen vaalipiiri,Ihalainen,Tapani,Suomen Kristillisdemokraatit (KD),48,M,0,Hollola,suomi ,julkinen ,asiantuntijatehtävä ,ammattitutkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa,51-80 %,30 000-50 000 euroa,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,Kyllä,Ei,Kyllä,Kyllä,Ei,Kyllä
04 Satakunnan vaalipiiri,Ihamäki,Pirita,Suomen Keskusta,40,F,0,Pori,suomi ,yksityinen ,asiantuntijatehtävä ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa,1-20 %,20 000-30 000 euroa,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,ohita kysymys,null,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,null,null,null,jokseenkin samaa mieltä,null,null,jokseenkin samaa mieltä,jokseenkin samaa mieltä,null,null,jokseenkin samaa mieltä,täysin eri mieltä,Kyllä,Ei,Ei,null,null,Ei
12 Oulun vaalipiiri,Iivonen,Päivi,Suomen Sosialidemokraattinen Puolue,27,F,0,Raahe,suomi ,julkinen ,asiantuntijatehtävä ,korkeakoulututkinto ,null,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa,51-80 %,20 000-30 000 euroa,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
11 Keski-Suomen vaalipiiri,Ikkelä-Koski,Tuulia,Suomen Keskusta,49,F,0,Jyväskylä,suomi ,julkinen ,johtava asema ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,10 000-20 000 euroa,1-20 %,70 000-100 000 euroa,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,ohita kysymys,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,ohita kysymys,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,Ei,Ei,Ei,Ei,Kyllä,Kyllä
02 Uudenmaan vaalipiiri,Ikonen,Hannu Hanski,Itsenäisyyspuolue,61,M,0,Loviisa,suomi ,ei työelämässä,eläkeläinen ,joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,ei,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,1 000-5 000 euroa,0- %,30 000-50 000 euroa,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
09 Savo-Karjalan vaalipiiri,Ikonen,Jaakko Antero,Suomen Sosialidemokraattinen Puolue,32,M,0,Varkaus,suomi ,yksityinen ,yrittäjä ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,ei mitään näistä,10 000-20 000 euroa,21-50%,20 000-30 000 euroa,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin eri mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,Kyllä,Kyllä,Kyllä,Kyllä,Kyllä,Ei
03 Varsinais-Suomen vaalipiiri,Ikonen,Mauri,Suomen Keskusta,61,M,0,Masku,suomi ,yksityinen ,työntekijä ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,10 000-20 000 euroa,0- %,30 000-50 000 euroa,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,Ei,Ei,Ei,Ei,Kyllä,Ei
09 Savo-Karjalan vaalipiiri,Ikonen,Päivi,Vihreä liitto,53,F,0,Joensuu,suomi ,julkinen ,korkeakoulututkintoa vaativa tehtävä ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa,1-20 %,50 000-70 000 euroa,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
13 Lapin vaalipiiri,Ikävalko,Marianne,Vasemmistoliitto,46,F,0,Rovaniemi,suomi ,null,työntekijä ,ammattitutkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa,21-50%,alle 20 000 euroa,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,ohita kysymys,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Ei
06 Hämeen vaalipiiri,Ilkkala,Kari,Perussuomalaiset,54,M,0,Hämeenlinna,suomi ,yksityinen ,yrittäjä ,joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,20 000-50 000 euroa,1-20 %,30 000-50 000 euroa,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,Kyllä,Kyllä,Ei,Ei,Kyllä,Kyllä
04 Satakunnan vaalipiiri,Iltanen,Marko,Suomen Sosialidemokraattinen Puolue,34,M,0,Rauma,suomi ,yksityinen ,työntekijä ,ammattitutkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,5 000-10 000 euroa,81-100%,30 000-50 000 euroa,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,Ei,Kyllä,Ei,Ei,Kyllä,Kyllä
03 Varsinais-Suomen vaalipiiri,Ilvessalo,Saara,Vihreä liitto,25,F,0,Turku,suomi ,yksityinen ,opiskelija ,korkeakoulututkinto ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,10 000-20 000 euroa,51-80 %,20 000-30 000 euroa,jokseenkin eri mieltä,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Ei,Ei
12 Oulun vaalipiiri,Immonen,Olli,Perussuomalaiset,29,M,1,Oulu,suomi ,julkinen ,johtava asema ,null,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kansanedustaja ,null,null,null,jokseenkin eri mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,täysin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,täysin samaa mieltä,jokseenkin eri mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,jokseenkin samaa mieltä,jokseenkin eri mieltä,täysin eri mieltä,jokseenkin eri mieltä,Kyllä,Ei,Kyllä,Kyllä,Kyllä,Kyllä
12 Oulun vaalipiiri,Impola,Jaakko,Itsenäisyyspuolue,31,M,0,Pyhäjoki,suomi ,null,null,korkeakoulututkinto ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa,1-20 %,alle 20 000 euroa,null,null,täysin samaa mieltä,null,null,täysin samaa mieltä,jokseenkin eri mieltä,null,null,täysin eri mieltä,null,jokseenkin samaa mieltä,null,täysin eri mieltä,täysin eri mieltä,null,täysin samaa mieltä,null,täysin eri mieltä,null,täysin eri mieltä,täysin eri mieltä,Kyllä,null,Kyllä,null,Kyllä,Kyllä
