vaalipiiri;puolue;ikä;sukupuoli;Toimin tällä hetkellä kansanedustajana.;kotikunta;Äidinkieli;Työnantaja;Ammattiasema;Koulutus;Uskonnollinen yhteisö;Poliittisen puolueen jäsen;Käytän vaaleihin rahaa;Vuositulot;127|Suomessa on liian helppo elää sosiaaliturvan varassa;128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.;129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.;130|Työntekijälle on turvattava lailla minimityöaika.;131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.;132|Euron ulkopuolella Suomi pärjäisi paremmin.;134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.;135|Lapsilisiä on korotettava ja laitettava verolle.;136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.;137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.;138|Suomeen tarvitaan enemmän poliiseja.;139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.;140|Venäjän etupiiripolitiikka on uhka Suomelle.;141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.;142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.;143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.;144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.;145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.;146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.;148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.;150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.;151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.;201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.;244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.;245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.;246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.;247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.;248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.;class
02 Uudenmaan vaalipiiri;Muutos 2011;59;F;0;Kerava;muu;yksityinen ;yrittäjä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;20 000-30 000 euroa;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Kyllä;Ei;Ei;Ei valittu
09 Savo-Karjalan vaalipiiri;Kansallinen Kokoomus;29;F;0;Kuopio;suomi ;julkinen ;työntekijä ;ammattitutkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Ei;Kyllä;Kyllä;Ei;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen Keskusta;51;F;0;Espoo;muu;yksityinen ;johtava asema ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;ei;20 000-50 000 euroa;yli 100 000 euroa;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;ohita kysymys;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Kyllä;Kyllä;Kyllä;Ei;Kyllä;Ei;Valittu
10 Vaasan vaalipiiri;Suomen ruotsalainen kansanpuolue;35;F;0;Vaasa;ruotsi ;yksityinen ;johtava asema ;null;evankelis-luterilainen kirkko ;kyllä ;10 000-20 000 euroa;70 000-100 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;Kyllä;Ei;Ei;Ei;Ei;Ei;Ei valittu
12 Oulun vaalipiiri;Suomen Kommunistinen Puolue;0;M;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Ei valittu
01 Helsingin vaalipiiri;Suomen ruotsalainen kansanpuolue;54;F;0;Helsinki;ruotsi ;julkinen ;johtava asema ;null;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;10 000-20 000 euroa;70 000-100 000 euroa;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;Kyllä;Ei;Ei;Ei;Ei;Ei;Valittu
05 Ahvenanmaan maakunnan vaalipiiri;Ahvenanmaan liberaalit;36;F;0;null;ruotsi ;yksityinen ;toimihenkilö ;null;evankelis-luterilainen kirkko ;kyllä ;null;null;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;Kyllä;Ei;Ei;Ei;Ei;Ei;Ei valittu
10 Vaasan vaalipiiri;Suomen ruotsalainen kansanpuolue;41;F;0;Närpiö;ruotsi ;julkinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;10 000-20 000 euroa;30 000-50 000 euroa;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Kyllä;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen ruotsalainen kansanpuolue;23;M;0;Raasepori;ruotsi ;null;opiskelija ;ylioppilas ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;null;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;ohita kysymys;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;Kyllä;Kyllä;Kyllä;Ei;Kyllä;Ei;Ei valittu
03 Varsinais-Suomen vaalipiiri;Vihreä liitto;0;F;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Ei valittu
10 Vaasan vaalipiiri;Suomen ruotsalainen kansanpuolue;26;F;0;Kristiinankaupunki;ruotsi ;julkinen ;toimihenkilö ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;1 000-5 000 euroa;null;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;ohita kysymys;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;ohita kysymys;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Tyhjä;Ei;Kyllä;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen ruotsalainen kansanpuolue;27;F;0;Porvoo;ruotsi ;yksityinen ;asiantuntijatehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;Ei;Kyllä;Kyllä;Ei;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen ruotsalainen kansanpuolue;50;M;1;Raasepori;ruotsi ;null;joku muu;ylioppilas ;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;yli 100 000 euroa;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;ohita kysymys;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Kyllä;Kyllä;Kyllä;Ei;Kyllä;Ei;Valittu
10 Vaasan vaalipiiri;Suomen ruotsalainen kansanpuolue;0;F;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;Ei valittu
09 Savo-Karjalan vaalipiiri;Perussuomalaiset;59;M;0;Joensuu;suomi ;julkinen ;työntekijä ;ammattitutkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;30 000-50 000 euroa;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Kyllä;Kyllä;Kyllä;Kyllä;Kyllä;Ei valittu
08 Kaakkois-Suomen vaalipiiri;Vasemmistoliitto;56;F;0;Kotka;suomi ;julkinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;20 000-30 000 euroa;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
02 Uudenmaan vaalipiiri;Suomen Kristillisdemokraatit (KD);52;M;0;Espoo;suomi ;julkinen ;asiantuntijatehtävä ;ammattitutkinto ;muu kristillinen kirkko tai yhteisö ;kyllä ;alle 1 000 euroa;null;jokseenkin eri mieltä;täysin eri mieltä;ohita kysymys;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;ohita kysymys;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;ohita kysymys;jokseenkin samaa mieltä;täysin eri mieltä;Ei;Kyllä;Ei;Kyllä;Ei;Ei;Ei valittu
01 Helsingin vaalipiiri;Suomen ruotsalainen kansanpuolue;30;F;0;Helsinki;ruotsi ;julkinen ;asiantuntijatehtävä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;5 000-10 000 euroa;alle 20 000 euroa;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;ohita kysymys;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;Kyllä;Ei;Kyllä;Ei;Kyllä;Ei;Ei valittu
11 Keski-Suomen vaalipiiri;Piraattipuolue;28;M;0;Jyväskylä;suomi ;yksityinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;20 000-30 000 euroa;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;ohita kysymys;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;Kyllä;Kyllä;Ei;Ei;Kyllä;Kyllä;Ei valittu
12 Oulun vaalipiiri;Suomen ruotsalainen kansanpuolue;64;M;0;Oulu;ruotsi ;yksityinen ;taiteilija ;ylioppilas ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;20 000-30 000 euroa;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;Ei;Ei;Ei;Ei;Kyllä;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen Sosialidemokraattinen Puolue;31;F;0;Vantaa;suomi ;julkinen ;asiantuntijatehtävä ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;5 000-10 000 euroa;50 000-70 000 euroa;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Ei;Ei;Ei;Ei;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen Sosialidemokraattinen Puolue;57;M;0;Helsinki;suomi ;null;yrittäjä ;korkeakoulututkinto ;evankelis-luterilainen kirkko ;kyllä ;10 000-20 000 euroa;30 000-50 000 euroa;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;Kyllä;Kyllä;Ei;Ei;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Vihreä liitto;21;M;0;Vantaa;suomi ;ei työelämässä;opiskelija ;ylioppilas ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;alle 20 000 euroa;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;Kyllä;Ei;Kyllä;Ei;Kyllä;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Itsenäisyyspuolue;44;M;0;Espoo;suomi ;ei työelämässä;joku muu;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;alle 1 000 euroa;alle 20 000 euroa;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;ohita kysymys;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;Tyhjä;Tyhjä;Kyllä;Ei;Kyllä;Kyllä;Ei valittu
08 Kaakkois-Suomen vaalipiiri;Vasemmistoliitto;34;M;0;Kouvola;suomi ;julkinen ;työntekijä ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;30 000-50 000 euroa;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Kyllä;Ei valittu
01 Helsingin vaalipiiri;Suomen Kristillisdemokraatit (KD);0;F;0;Helsinki;suomi ;yksityinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;muu kristillinen kirkko tai yhteisö ;null;alle 1 000 euroa;null;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Kyllä;Ei;Kyllä;Ei valittu
01 Helsingin vaalipiiri;Suomen Sosialidemokraattinen Puolue;31;F;0;Helsinki;suomi ;yksityinen ;johtava asema ;korkeakoulututkinto ;ortodoksinen kirkko ;kyllä ;1 000-5 000 euroa;null;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;ohita kysymys;täysin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Ei;Ei valittu
09 Savo-Karjalan vaalipiiri;Suomen Kristillisdemokraatit (KD);60;M;0;Kuopio;ruotsi ;yksityinen ;asiantuntijatehtävä ;korkeakoulututkinto ;muu kristillinen kirkko tai yhteisö ;kyllä ;5 000-10 000 euroa;null;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Ei;Ei;Kyllä;Kyllä;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Vihreä liitto;37;M;0;Porvoo;suomi ;yksityinen ;asiantuntijatehtävä ;ammattitutkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;30 000-50 000 euroa;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin samaa mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Kyllä;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Suomen ruotsalainen kansanpuolue;64;M;0;Hanko;ruotsi ;julkinen ;korkeakoulututkintoa vaativa tehtävä ;korkeakoulututkinto ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;10 000-20 000 euroa;50 000-70 000 euroa;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;Ei;Ei;Ei;Ei;Kyllä;Ei;Ei valittu
10 Vaasan vaalipiiri;Suomen Kristillisdemokraatit (KD);53;M;1;Luoto;ruotsi ;julkinen ;joku muu;null;evankelis-luterilainen kirkko ;kyllä ;20 000-50 000 euroa;70 000-100 000 euroa;jokseenkin samaa mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;jokseenkin eri mieltä;täysin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;jokseenkin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;Kyllä;Kyllä;Ei;Kyllä;Ei;Ei;Ei valittu
02 Uudenmaan vaalipiiri;Vasemmistoliitto;43;M;0;Porvoo;suomi ;julkinen ;toimihenkilö ;ylioppilas ;ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön;kyllä ;1 000-5 000 euroa;30 000-50 000 euroa;täysin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;täysin eri mieltä;täysin eri mieltä;jokseenkin samaa mieltä;täysin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;jokseenkin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;täysin samaa mieltä;täysin samaa mieltä;täysin eri mieltä;Kyllä;Ei;Ei;Ei;Ei;Ei;Ei valittu
